range_bin,doppler_bin,power,threshold,range_m,velocity_mps
48,73,2.412703485246e-09,1.318554481277e-09,7045.1227630000,31.2283810417
47,73,2.296423516078e-09,1.309028498810e-09,6895.2265340000,31.2283810417
49,73,2.207672049068e-09,1.325089592690e-09,7195.0189920000,31.2283810417
50,73,1.936173623812e-09,1.325147276491e-09,7344.9152210000,31.2283810417
46,73,1.930580540096e-09,1.307551828640e-09,6745.3303050000,31.2283810417
51,73,1.465726548693e-09,1.294193183191e-09,7494.8114500000,31.2283810417
77,95,1.445927864465e-09,1.421894350734e-09,11392.1134040000,117.1064289063
45,73,1.444071089321e-09,1.275166969189e-09,6595.4340760000,31.2283810417
29,31,1.305393547827e-09,1.282305755242e-09,4197.0944120000,-132.7206194271
15,45,4.719835850494e-10,4.679718122971e-10,2098.5472060000,-78.0709526042
