range_bin,doppler_bin,power,threshold,range_m,velocity_mps
30,22,2.684036622125e-09,2.531286776042e-09,4346.9906410000,-167.8525480990
48,73,2.151589958205e-09,1.018493520973e-09,7045.1227630000,31.2283810417
47,73,2.008895251495e-09,1.042353390864e-09,6895.2265340000,31.2283810417
49,73,1.904929201814e-09,1.028420582415e-09,7195.0189920000,31.2283810417
46,73,1.620519540858e-09,1.086733590419e-09,6745.3303050000,31.2283810417
50,73,1.534930458221e-09,1.055977235237e-09,7344.9152210000,31.2283810417
45,73,1.229626136151e-09,1.092443927250e-09,6595.4340760000,31.2283810417
48,72,1.143735101086e-09,1.016814374797e-09,7045.1227630000,27.3248334115
51,73,1.100498389449e-09,1.060501485749e-09,7494.8114500000,31.2283810417
49,72,1.046420450065e-09,1.028094734649e-09,7195.0189920000,27.3248334115
