range_bin,doppler_bin,power,threshold,range_m,velocity_mps
7,11,3.800150467489e-09,3.693562365925e-09,899.3773740000,-210.7915720313
63,99,2.542655530529e-09,2.173126178332e-09,9293.5661980000,132.7206194271
64,99,2.343167297726e-09,2.120191761621e-09,9443.4624270000,132.7206194271
47,73,2.171577034928e-09,1.062233319249e-09,6895.2265340000,31.2283810417
48,73,2.103608975226e-09,1.094341250371e-09,7045.1227630000,31.2283810417
46,73,1.906515441941e-09,1.083032179361e-09,6745.3303050000,31.2283810417
49,73,1.738075456620e-09,1.152442474566e-09,7195.0189920000,31.2283810417
36,29,1.623311658822e-09,1.619914503954e-09,5246.3680150000,-140.5277146875
47,72,1.546225601719e-09,1.010090122051e-09,6895.2265340000,27.3248334115
46,72,1.431608692783e-09,1.026690358663e-09,6745.3303050000,27.3248334115
48,72,1.419763129089e-09,1.048820371529e-09,7045.1227630000,27.3248334115
45,73,1.395198980486e-09,1.130124376951e-09,6595.4340760000,31.2283810417
50,73,1.292110219461e-09,1.188582518858e-09,7344.9152210000,31.2283810417
49,72,1.120684975740e-09,1.111319722024e-09,7195.0189920000,27.3248334115
45,72,1.106027374213e-09,1.072623544362e-09,6595.4340760000,27.3248334115
81,39,9.450496287975e-10,8.489080612104e-10,11991.6983200000,-101.4922383854
81,84,5.746542713404e-10,5.353642530353e-10,11991.6983200000,74.1674049740
82,84,5.546123217869e-10,5.138503197746e-10,12141.5945490000,74.1674049740
35,47,4.317621087546e-10,3.444434366421e-10,5096.4717860000,-70.2638573438
