run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.532574,0.498222,0.701037,1.199259,0.114518,0.235981,0.350499,0.309740,3.517760,13
2,0.797889,0.043223,0.477037,0.520260,0.144037,0.215408,0.359445,0.301667,2.148833,13
3,0.768889,0.038482,0.480852,0.519334,0.146333,0.201740,0.348073,0.283037,2.043037,13
4,1.101815,0.147278,0.484000,0.631278,0.171444,0.204815,0.376259,0.285538,2.524889,13
5,0.835130,0.047074,0.483704,0.530778,0.132352,0.558000,0.690352,0.346278,2.531852,13
