run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.805315,0.355111,0.637260,0.992371,0.116500,0.226611,0.343111,0.308407,3.567981,11
2,0.828630,0.040260,0.478055,0.518315,0.122815,0.222315,0.345130,0.298537,2.121574,11
3,0.706760,0.039852,0.471593,0.511445,0.143741,0.203278,0.347019,0.330074,2.017945,11
4,0.706852,0.040204,0.474000,0.514204,0.140889,0.200741,0.341630,0.282796,1.969315,11
5,0.699166,0.038241,0.470759,0.509000,0.122908,0.233519,0.356427,0.301130,2.038704,11
