run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.448204,4.952519,2.668092,7.620611,1.005315,1.809389,2.814704,2.686815,14.741982,11
2,0.746130,2.501315,1.547407,4.048722,0.870260,2.384000,3.254260,2.755260,10.980518,11
3,0.721259,0.078926,0.472537,0.551463,0.160852,0.203963,0.364815,0.290648,2.058722,11
4,0.714111,0.050834,0.476611,0.527445,0.123759,0.224519,0.348278,0.283278,2.001648,11
5,0.659093,0.049592,0.468815,0.518407,0.115556,0.290333,0.405889,0.316277,2.027315,11
