range_bin,doppler_bin,power,threshold,range_m,velocity_mps
47,73,2.685262153643e-09,1.284198315252e-09,6895.2265340000,31.2283810417
48,73,2.624963645340e-09,1.303121385990e-09,7045.1227630000,31.2283810417
46,73,2.359686611324e-09,1.314367450652e-09,6745.3303050000,31.2283810417
49,73,2.195647838902e-09,1.351495272483e-09,7195.0189920000,31.2283810417
45,73,1.817313744423e-09,1.354273645748e-09,6595.4340760000,31.2283810417
70,32,1.783099508952e-09,1.558225092602e-09,10342.8398010000,-128.8170717969
71,32,1.639084037287e-09,1.536511099345e-09,10492.7360300000,-128.8170717969
50,73,1.615941962669e-09,1.376023269362e-09,7344.9152210000,31.2283810417
28,29,1.569546576757e-09,1.476796671635e-09,4047.1981830000,-140.5277146875
47,72,1.540363738117e-09,1.260268916050e-09,6895.2265340000,27.3248334115
48,72,1.530952107998e-09,1.274336716274e-09,7045.1227630000,27.3248334115
46,72,1.355971614068e-09,1.295476552647e-09,6745.3303050000,27.3248334115
91,35,1.068239075516e-09,1.041355474348e-09,13490.6606100000,-117.1064289063
44,40,6.505530430117e-10,5.534145726045e-10,6445.5378470000,-97.5886907552
73,51,3.207390053366e-10,2.581953986495e-10,10792.5284880000,-54.6496668229
74,51,3.002558711580e-10,2.887111203674e-10,10942.4247170000,-54.6496668229
72,51,2.995779231690e-10,2.700736992624e-10,10642.6322590000,-54.6496668229
