range_bin,doppler_bin,power,threshold,range_m,velocity_mps
48,73,2.766026928652e-09,1.377026349112e-09,7045.1227630000,31.2283810417
47,73,2.712970007576e-09,1.414606419006e-09,6895.2265340000,31.2283810417
49,73,2.531547399595e-09,1.373995787172e-09,7195.0189920000,31.2283810417
46,73,2.225152590973e-09,1.453159150318e-09,6745.3303050000,31.2283810417
50,73,2.065653454718e-09,1.378065830158e-09,7344.9152210000,31.2283810417
45,73,1.730677061429e-09,1.459514073758e-09,6595.4340760000,31.2283810417
14,27,1.650811927527e-09,1.648804928135e-09,1948.6509770000,-148.3348099479
51,73,1.443538983456e-09,1.361164030778e-09,7494.8114500000,31.2283810417
24,84,4.825235611996e-10,4.078019318643e-10,3447.6132670000,74.1674049740
25,84,4.288949481411e-10,4.265775400530e-10,3597.5094960000,74.1674049740
17,79,2.666660647447e-10,2.136666766765e-10,2398.3396640000,54.6496668229
16,79,2.517737673045e-10,1.933273713181e-10,2248.4434350000,54.6496668229
15,79,2.279060899539e-10,2.044910954116e-10,2098.5472060000,54.6496668229
