run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.696704,3.364500,3.522945,6.887445,1.398926,4.090667,5.489593,3.411574,17.694815,11
2,1.043112,4.591037,3.116481,7.707518,0.785019,2.072648,2.857667,2.485093,14.585871,11
3,0.792778,0.040796,0.479203,0.519999,0.157296,0.207444,0.364740,0.287462,2.092667,11
4,0.728296,0.047000,0.482908,0.529908,0.178074,0.208648,0.386722,0.287222,2.067611,11
5,0.723797,0.045259,0.470722,0.515981,0.129000,0.220537,0.349537,0.283851,1.999797,11
