run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.632926,3.036963,1.780111,4.817074,0.143000,0.246092,0.389092,0.316667,7.284426,10
2,0.747407,0.037925,0.466315,0.504240,0.128074,0.217889,0.345963,0.296574,2.027482,10
3,0.817797,0.039722,0.474148,0.513870,0.125481,0.232278,0.357759,0.286796,2.107648,10
4,0.704518,0.041648,0.470223,0.511871,0.121333,0.203296,0.324629,0.347259,2.013629,10
5,0.701463,0.042796,0.470648,0.513444,0.147241,0.201944,0.349185,0.278796,1.965592,10
