range_bin,doppler_bin,power,threshold,range_m,velocity_mps
34,18,3.628163689635e-09,3.106487240736e-09,4946.5755570000,-183.4667386198
47,73,2.491175111876e-09,1.326718096447e-09,6895.2265340000,31.2283810417
48,73,2.485849978647e-09,1.310295487673e-09,7045.1227630000,31.2283810417
49,73,2.189639073294e-09,1.307371804593e-09,7195.0189920000,31.2283810417
46,73,2.171462081129e-09,1.331758594576e-09,6745.3303050000,31.2283810417
78,102,1.899271312306e-09,1.840685284740e-09,11542.0096330000,144.4312623177
45,73,1.807623949675e-09,1.313837121604e-09,6595.4340760000,31.2283810417
50,73,1.705386613386e-09,1.295429328117e-09,7344.9152210000,31.2283810417
44,73,1.350775463488e-09,1.247361912076e-09,6445.5378470000,31.2283810417
51,73,1.275591970693e-09,1.243108013247e-09,7494.8114500000,31.2283810417
