run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.310834,0.364611,0.692926,1.057537,0.121408,0.229741,0.351149,0.306296,3.147371,17
2,1.363019,0.111185,0.541148,0.652333,0.156352,0.441667,0.598019,0.319703,3.063074,17
3,0.891222,1.101000,0.583667,1.684667,0.202389,0.686555,0.888944,0.467759,4.062593,17
4,0.687704,0.044537,0.473481,0.518018,0.146870,0.202926,0.349796,0.567666,2.248223,17
5,1.244037,0.048074,0.739407,0.787481,0.182129,0.227555,0.409684,0.295574,2.867667,17
