range_bin,doppler_bin,power,threshold,range_m,velocity_mps
47,73,2.600073927434e-09,1.195224244981e-09,6895.2265340000,31.2283810417
48,73,2.575524055393e-09,1.210753210456e-09,7045.1227630000,31.2283810417
88,6,2.260106450064e-09,2.160850697377e-09,13040.9719230000,-230.3093101823
49,73,2.239149297986e-09,1.273031375969e-09,7195.0189920000,31.2283810417
46,73,2.203140578021e-09,1.220560518577e-09,6745.3303050000,31.2283810417
50,73,1.735071974560e-09,1.312727539113e-09,7344.9152210000,31.2283810417
45,73,1.682210297811e-09,1.268242299090e-09,6595.4340760000,31.2283810417
48,72,1.460999388507e-09,1.205246781827e-09,7045.1227630000,27.3248334115
47,72,1.454923098693e-09,1.188158483086e-09,6895.2265340000,27.3248334115
49,72,1.310810062506e-09,1.265020879095e-09,7195.0189920000,27.3248334115
