range_bin,doppler_bin,power,threshold,range_m,velocity_mps
72,21,3.732500440219e-09,2.930188473967e-09,10642.6322590000,-171.7560957292
71,21,3.657694719625e-09,2.735936683498e-09,10492.7360300000,-171.7560957292
70,21,3.090222016704e-09,2.802902573806e-09,10342.8398010000,-171.7560957292
47,73,2.043746771242e-09,1.038821121765e-09,6895.2265340000,31.2283810417
48,73,2.036949329685e-09,1.053182237185e-09,7045.1227630000,31.2283810417
86,111,1.978083062859e-09,1.933736326448e-09,12741.1794650000,179.5631909896
46,73,1.773419869296e-09,1.045927700453e-09,6745.3303050000,31.2283810417
49,73,1.734217366729e-09,1.090332059078e-09,7195.0189920000,31.2283810417
45,73,1.396856093529e-09,1.053622716320e-09,6595.4340760000,31.2283810417
50,73,1.341580165740e-09,1.118728933441e-09,7344.9152210000,31.2283810417
47,72,1.111801726788e-09,9.844829276452e-10,6895.2265340000,27.3248334115
48,72,1.096256117711e-09,9.909736966748e-10,7045.1227630000,27.3248334115
93,56,9.793447779922e-11,9.160839802588e-11,13790.4530680000,-35.1319286719
