run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,2.012223,0.362130,0.663722,1.025852,0.111259,0.239703,0.350962,0.312407,3.804055,12
2,0.828426,0.038185,0.470574,0.508759,0.127037,0.219778,0.346815,0.295074,2.105796,12
3,0.715000,0.041296,0.479241,0.520537,0.144222,0.201296,0.345518,0.804945,2.504685,12
4,0.689167,0.038981,0.476482,0.515463,0.143111,0.199241,0.342352,0.283037,1.951704,12
5,0.713445,0.041556,0.511778,0.553334,0.133444,0.221592,0.355036,0.286223,2.030259,12
