run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.175889,0.358556,0.625130,0.983686,0.121963,0.237389,0.359352,0.302407,2.949740,12
2,0.763796,0.040704,0.486111,0.526815,0.128129,0.223481,0.351610,0.399722,2.168629,12
3,0.893426,0.380111,0.501870,0.881981,0.174908,0.204833,0.379741,0.295056,2.579314,12
4,0.876555,0.425592,0.491389,0.916981,0.181297,0.461870,0.643167,0.338852,2.902407,12
5,0.688093,0.040352,0.590056,0.630408,0.176111,0.204778,0.380889,0.287352,2.119389,12
