run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,2.069148,0.468518,0.665759,1.134277,0.117555,0.238592,0.356147,0.305741,4.002796,10
2,0.776093,0.040407,0.524277,0.564684,0.136222,0.209056,0.345278,0.294945,2.113314,10
3,1.140129,0.341092,0.494111,0.835203,0.185778,0.202649,0.388427,0.545685,3.038963,10
4,1.138815,0.045370,0.472944,0.518314,0.147481,0.203538,0.351019,0.291241,2.428260,10
5,0.774574,0.033741,0.472834,0.506575,0.126593,0.217296,0.343889,0.280685,2.033944,10
