range_bin,doppler_bin,power,threshold,range_m,velocity_mps
47,73,2.810403182466e-09,1.282654079838e-09,6895.2265340000,31.2283810417
48,73,2.677284523563e-09,1.288079044175e-09,7045.1227630000,31.2283810417
46,73,2.547823992229e-09,1.339306757670e-09,6745.3303050000,31.2283810417
49,73,2.177535628687e-09,1.343986333557e-09,7195.0189920000,31.2283810417
45,73,2.044221982528e-09,1.406320036982e-09,6595.4340760000,31.2283810417
92,28,1.843506558772e-09,1.699150030314e-09,13640.5568390000,-144.4312623177
47,72,1.683944175497e-09,1.301671360688e-09,6895.2265340000,27.3248334115
93,28,1.654619300695e-09,1.628096490839e-09,13790.4530680000,-144.4312623177
48,72,1.622237053359e-09,1.302369008865e-09,7045.1227630000,27.3248334115
50,73,1.561319543894e-09,1.385045385936e-09,7344.9152210000,31.2283810417
44,73,1.502638701507e-09,1.422367589496e-09,6445.5378470000,31.2283810417
46,72,1.446619912493e-09,1.359374556361e-09,6745.3303050000,27.3248334115
25,43,7.782640621575e-10,6.679368990236e-10,3597.5094960000,-85.8780478646
