range_bin,doppler_bin,power,threshold,range_m,velocity_mps
47,73,2.374311481693e-09,1.186206201283e-09,6895.2265340000,31.2283810417
48,73,2.351859010818e-09,1.161950980005e-09,7045.1227630000,31.2283810417
49,73,2.074388255795e-09,1.184365600585e-09,7195.0189920000,31.2283810417
46,73,1.920190729216e-09,1.238537065198e-09,6745.3303050000,31.2283810417
50,73,1.673155156817e-09,1.204397379176e-09,7344.9152210000,31.2283810417
47,72,1.565329299214e-09,1.193579839281e-09,6895.2265340000,27.3248334115
48,72,1.512773179291e-09,1.168464110289e-09,7045.1227630000,27.3248334115
45,73,1.417165811191e-09,1.285668100038e-09,6595.4340760000,31.2283810417
46,72,1.319839726126e-09,1.244685224834e-09,6745.3303050000,27.3248334115
49,72,1.301145463855e-09,1.187322299727e-09,7195.0189920000,27.3248334115
