run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.724444,0.369500,0.641611,1.011111,0.117777,0.228852,0.346629,0.316759,3.521315,17
2,0.781315,0.042204,0.467426,0.509630,0.127130,0.221185,0.348315,0.297074,2.064982,17
3,0.724629,0.036130,0.469815,0.505945,0.139907,0.251963,0.391870,0.298871,2.040852,17
4,0.705926,0.038963,0.477666,0.516629,0.143648,5.436482,5.580130,5.138019,12.063018,17
5,0.687889,2.645834,0.518037,3.163871,0.159056,0.229370,0.388426,0.291500,4.665056,17
