range_bin,doppler_bin,power,threshold,range_m,velocity_mps
47,73,2.799633589506e-09,1.530719524492e-09,6895.2265340000,31.2283810417
48,73,2.632256244489e-09,1.550742399141e-09,7045.1227630000,31.2283810417
46,73,2.539852073239e-09,1.533435076682e-09,6745.3303050000,31.2283810417
49,73,2.205427591248e-09,1.572723587519e-09,7195.0189920000,31.2283810417
45,73,2.143147427875e-09,1.543496845807e-09,6595.4340760000,31.2283810417
50,73,1.775281703205e-09,1.561478766996e-09,7344.9152210000,31.2283810417
47,72,1.774805339074e-09,1.491379100617e-09,6895.2265340000,27.3248334115
48,72,1.676646913104e-09,1.513757866084e-09,7045.1227630000,27.3248334115
44,73,1.629190658026e-09,1.514307781305e-09,6445.5378470000,31.2283810417
46,72,1.626653277222e-09,1.493998457078e-09,6745.3303050000,27.3248334115
86,51,3.734929506108e-10,3.077545382146e-10,12741.1794650000,-54.6496668229
85,51,3.353279760799e-10,3.081139435353e-10,12591.2832360000,-54.6496668229
