run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,2.095370,0.381203,0.705259,1.086462,0.123352,0.248445,0.371797,0.314148,3.989722,9
2,0.867186,0.043334,0.596315,0.639649,0.134334,0.216463,0.350797,0.295796,2.284092,9
3,1.421463,0.043537,0.573222,0.616759,0.196278,0.445814,0.642092,0.340592,3.150760,9
4,0.737963,0.041000,0.490555,0.531555,0.147648,0.197445,0.345093,0.293575,2.033426,9
5,0.799926,0.042074,0.600333,0.642407,0.133741,0.260352,0.394093,0.311519,2.276871,9
