range_bin,doppler_bin,power,threshold,range_m,velocity_mps
47,73,2.159394269537e-09,9.950869821998e-10,6895.2265340000,31.2283810417
48,73,2.140221660377e-09,9.934778845206e-10,7045.1227630000,31.2283810417
45,108,2.010814245950e-09,1.640304637230e-09,6595.4340760000,167.8525480990
44,108,1.892722945809e-09,1.558803783884e-09,6445.5378470000,167.8525480990
49,73,1.834192816123e-09,1.042813140125e-09,7195.0189920000,31.2283810417
46,73,1.795547730445e-09,1.039593016300e-09,6745.3303050000,31.2283810417
43,108,1.668463065988e-09,1.583784714117e-09,6295.6416180000,167.8525480990
50,73,1.412085041670e-09,1.091775334035e-09,7344.9152210000,31.2283810417
85,23,1.387553012133e-09,1.297433769829e-09,12591.2832360000,-163.9490004688
45,73,1.337089769773e-09,1.083379122725e-09,6595.4340760000,31.2283810417
47,72,1.228422976656e-09,9.875236182863e-10,6895.2265340000,27.3248334115
48,72,1.218091546314e-09,9.895861047810e-10,7045.1227630000,27.3248334115
