range_bin,doppler_bin,power,threshold,range_m,velocity_mps
48,73,2.593303155465e-09,1.341640802653e-09,7045.1227630000,31.2283810417
47,73,2.563364285907e-09,1.345928731625e-09,6895.2265340000,31.2283810417
49,73,2.341033823466e-09,1.365258059692e-09,7195.0189920000,31.2283810417
46,73,2.211751471695e-09,1.371075871992e-09,6745.3303050000,31.2283810417
50,73,1.884624232783e-09,1.375767904062e-09,7344.9152210000,31.2283810417
45,73,1.803276234889e-09,1.377641333036e-09,6595.4340760000,31.2283810417
47,72,1.449168736058e-09,1.361331406040e-09,6895.2265340000,27.3248334115
48,72,1.403976464285e-09,1.363189715482e-09,7045.1227630000,27.3248334115
44,73,1.335984951797e-09,1.331224504913e-09,6445.5378470000,31.2283810417
16,99,1.092822552545e-09,1.076937549169e-09,2248.4434350000,132.7206194271
