run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.230240,3.365593,2.360611,5.726204,0.885260,1.713426,2.598686,0.332685,10.027388,10
2,1.392056,0.043463,0.475278,0.518741,0.129019,0.205204,0.334223,0.289500,2.669185,10
3,0.766185,0.039111,2.035426,2.074537,0.270444,0.213185,0.483629,0.276648,3.738408,10
4,0.790129,0.039203,0.470166,0.509369,0.177111,0.204500,0.381611,0.289222,2.103741,10
5,0.836111,0.036703,0.507259,0.543962,0.188019,0.204574,0.392593,0.286666,2.187352,10
