run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.282148,2.997889,2.145000,5.142889,0.862907,3.222481,4.085388,2.310333,13.004241,16
2,0.763055,0.043167,0.501759,0.544926,0.130407,0.208408,0.338815,0.291389,2.068722,16
3,0.735333,0.042222,0.477408,0.519630,0.168889,0.202723,0.371612,0.283778,2.031852,16
4,0.989556,2.933797,1.949148,4.882945,0.802611,1.657870,2.460481,0.318111,8.784019,16
5,0.899167,0.039315,0.492574,0.531889,0.127834,0.223888,0.351722,0.290667,2.199797,16
