run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.260703,3.161018,2.910074,6.071092,0.893500,1.815352,2.708852,2.760296,12.962296,10
2,0.810074,2.837963,2.313648,5.151611,0.904334,1.739240,2.643574,2.753352,11.492389,10
3,0.693315,2.528852,1.556222,4.085074,0.696444,0.215148,0.911592,0.301518,6.132130,10
4,0.735575,0.237592,0.477333,0.714925,0.143555,0.222908,0.366463,0.280704,2.228334,10
5,1.101500,0.049814,0.497704,0.547518,0.141944,0.248500,0.390444,0.285259,2.456278,10
