range_bin,doppler_bin,power,threshold,range_m,velocity_mps
47,73,2.220771045059e-09,1.176630617478e-09,6895.2265340000,31.2283810417
48,73,2.185766447897e-09,1.178129498868e-09,7045.1227630000,31.2283810417
46,73,2.033646617656e-09,1.192881586127e-09,6745.3303050000,31.2283810417
49,73,1.916905036335e-09,1.193678663535e-09,7195.0189920000,31.2283810417
45,73,1.614148409616e-09,1.200631028621e-09,6595.4340760000,31.2283810417
67,25,1.609054511787e-09,1.599886375487e-09,9893.1511140000,-156.1419052083
50,73,1.494829303980e-09,1.193102813692e-09,7344.9152210000,31.2283810417
47,72,1.244131728639e-09,1.172015681502e-09,6895.2265340000,27.3248334115
48,72,1.236912306350e-09,1.167013035160e-09,7045.1227630000,27.3248334115
44,73,1.228842237579e-09,1.175280633351e-09,6445.5378470000,31.2283810417
51,73,1.147959602680e-09,1.147573731725e-09,7494.8114500000,31.2283810417
91,46,5.930731285115e-10,4.745592742533e-10,13490.6606100000,-74.1674049740
92,46,5.786972489439e-10,4.767724280754e-10,13640.5568390000,-74.1674049740
90,46,5.243120648436e-10,4.809713652924e-10,13340.7643810000,-74.1674049740
