range_bin,doppler_bin,power,threshold,range_m,velocity_mps
47,73,2.510862397093e-09,1.257661077446e-09,6895.2265340000,31.2283810417
48,73,2.363562427699e-09,1.270869934361e-09,7045.1227630000,31.2283810417
46,73,2.210922335866e-09,1.268266529771e-09,6745.3303050000,31.2283810417
49,73,2.031933923962e-09,1.309770713265e-09,7195.0189920000,31.2283810417
45,73,1.816760892784e-09,1.295751016068e-09,6595.4340760000,31.2283810417
50,73,1.546472356683e-09,1.317954333880e-09,7344.9152210000,31.2283810417
47,72,1.451175586217e-09,1.226059147751e-09,6895.2265340000,27.3248334115
48,72,1.371943085451e-09,1.245096863802e-09,7045.1227630000,27.3248334115
44,73,1.293161754487e-09,1.287152924334e-09,6445.5378470000,31.2283810417
46,72,1.291805305262e-09,1.231729314578e-09,6745.3303050000,27.3248334115
