run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.034185,2.701611,2.151019,4.852630,1.745240,1.906555,3.651795,2.025667,11.755889,8
2,0.765815,2.677166,2.002926,4.680092,0.729037,1.740333,2.469370,2.215482,10.266092,8
3,0.784666,0.357351,0.487907,0.845258,0.154963,0.313019,0.467982,0.302481,2.532037,8
4,0.931704,3.118537,2.198037,5.316574,0.864889,1.984926,2.849815,2.243148,11.529852,8
5,0.684389,2.395611,1.875129,4.270740,0.765797,1.949666,2.715463,2.196203,9.994518,8
