run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.160815,0.636851,1.225796,1.862647,0.150685,0.247982,0.398667,0.346500,3.886963,8
2,1.036982,2.154056,1.908149,4.062205,0.759204,1.880611,2.639815,2.205944,10.081129,8
3,0.714389,0.043889,0.470389,0.514278,0.218704,0.206944,0.425648,0.284592,2.066093,8
4,0.712000,0.040371,0.470389,0.510760,0.142815,0.199722,0.342537,0.283463,1.971333,8
5,0.728370,0.042629,1.254204,1.296833,0.861852,0.213056,1.074908,0.270166,3.514389,8
