run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.082555,0.381889,0.622537,1.004426,0.125611,0.240537,0.366148,0.318166,2.886722,10
2,1.310944,0.052167,0.481444,0.533611,0.848870,0.232889,1.081759,0.286093,3.369926,10
3,0.759277,0.037685,0.501482,0.539167,0.153593,0.200870,0.354463,0.289426,2.068908,10
4,0.776260,0.039981,0.483667,0.523648,0.149537,0.202203,0.351740,0.285056,2.062333,10
5,0.804852,0.044241,0.484667,0.528908,0.124149,0.219593,0.343742,0.285852,2.086518,10
