range_bin,doppler_bin,power,threshold,range_m,velocity_mps
47,73,2.717159636082e-09,1.356578273726e-09,6895.2265340000,31.2283810417
48,73,2.501939142184e-09,1.403185205806e-09,7045.1227630000,31.2283810417
46,73,2.383933896342e-09,1.348597282458e-09,6745.3303050000,31.2283810417
49,73,2.070770483122e-09,1.470990293344e-09,7195.0189920000,31.2283810417
45,73,1.893864807725e-09,1.377278612298e-09,6595.4340760000,31.2283810417
50,73,1.522441650220e-09,1.487397930291e-09,7344.9152210000,31.2283810417
47,72,1.440835112454e-09,1.340023472718e-09,6895.2265340000,27.3248334115
93,36,5.831304542736e-10,5.772827865046e-10,13790.4530680000,-113.2028812760
85,48,4.633200798594e-10,3.365287534510e-10,12591.2832360000,-66.3603097135
84,48,4.315963679786e-10,3.388917351888e-10,12441.3870070000,-66.3603097135
