run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.269260,3.122371,2.109481,5.231852,0.821185,2.134370,2.955555,1.314611,10.932963,19
2,0.761222,0.040574,0.602648,0.643222,0.164463,0.222185,0.386648,0.300463,2.221204,19
3,0.724741,0.038815,0.468685,0.507500,0.124315,0.224889,0.349204,0.299500,2.006204,19
4,0.784797,0.040204,0.474871,0.515075,0.126500,0.208981,0.335481,0.291260,2.051463,19
5,0.787148,0.040389,0.488925,0.529314,0.144778,0.281426,0.426204,0.318129,2.182185,19
