range_bin,doppler_bin,power,threshold,range_m,velocity_mps
48,73,2.640201588911e-09,1.370286932084e-09,7045.1227630000,31.2283810417
47,73,2.604301775512e-09,1.381557614632e-09,6895.2265340000,31.2283810417
49,73,2.301387336927e-09,1.390155340584e-09,7195.0189920000,31.2283810417
46,73,2.250365965987e-09,1.432464229317e-09,6745.3303050000,31.2283810417
81,25,1.910627194622e-09,1.821314827246e-09,11991.6983200000,-156.1419052083
50,73,1.763307039097e-09,1.405513019860e-09,7344.9152210000,31.2283810417
45,73,1.679865032894e-09,1.469619571101e-09,6595.4340760000,31.2283810417
48,72,1.413922429514e-09,1.364214807004e-09,7045.1227630000,27.3248334115
47,72,1.373942245462e-09,1.363106277627e-09,6895.2265340000,27.3248334115
94,59,2.471060470590e-11,2.253669180517e-11,13940.3492970000,-23.4212857813
95,59,2.004909565256e-11,1.924355499037e-11,14090.2455260000,-23.4212857813
