run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.068241,0.373315,0.650129,1.023444,0.122370,0.232907,0.355277,0.296945,2.856333,12
2,0.808260,0.043389,0.577277,0.620666,0.142778,0.224278,0.367056,0.297056,2.226037,12
3,0.768611,0.044037,0.760500,0.804537,0.173481,0.203797,0.377278,0.617297,2.695815,12
4,0.750574,0.043130,0.479241,0.522371,0.145000,0.201555,0.346555,0.288259,2.033186,12
5,0.760315,0.041537,0.762908,0.804445,0.151907,0.226981,0.378888,0.284333,2.359334,12
