range_bin,doppler_bin,power,threshold,range_m,velocity_mps
48,73,2.164683923256e-09,1.202276241552e-09,7045.1227630000,31.2283810417
47,73,2.105010503506e-09,1.211224864589e-09,6895.2265340000,31.2283810417
49,73,1.946520434544e-09,1.203952348420e-09,7195.0189920000,31.2283810417
82,11,1.935812269434e-09,1.911227919989e-09,12141.5945490000,-210.7915720313
81,11,1.837682025408e-09,1.710303729898e-09,11991.6983200000,-210.7915720313
46,73,1.816928644479e-09,1.229671810455e-09,6745.3303050000,31.2283810417
50,73,1.629287010311e-09,1.205812942167e-09,7344.9152210000,31.2283810417
45,73,1.482221991823e-09,1.227781443924e-09,6595.4340760000,31.2283810417
47,72,1.481439422336e-09,1.204936332113e-09,6895.2265340000,27.3248334115
48,72,1.468772150852e-09,1.204290501452e-09,7045.1227630000,27.3248334115
46,72,1.285459062880e-09,1.215847091654e-09,6745.3303050000,27.3248334115
49,72,1.271136170299e-09,1.211698084862e-09,7195.0189920000,27.3248334115
