run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.317611,3.528166,2.381537,5.909703,1.016278,2.698018,3.714296,0.370611,11.490074,10
2,0.751278,0.049000,0.460056,0.509056,0.131296,0.210037,0.341333,0.290352,2.025278,10
3,0.726871,0.045204,0.535093,0.580297,0.158815,0.202315,0.361130,0.281037,2.074611,10
4,0.721222,0.043537,0.596296,0.639833,0.160537,0.201537,0.362074,0.280130,2.127351,10
5,0.844056,0.044260,0.470722,0.514982,0.126963,0.229777,0.356740,0.291907,2.134852,10
