range_bin,doppler_bin,power,threshold,range_m,velocity_mps
48,73,1.957466349347e-09,1.076153537780e-09,7045.1227630000,31.2283810417
47,73,1.896819761630e-09,1.072134703128e-09,6895.2265340000,31.2283810417
49,73,1.752965032608e-09,1.100566191588e-09,7195.0189920000,31.2283810417
46,73,1.548671720454e-09,1.085539537509e-09,6745.3303050000,31.2283810417
50,73,1.466879089074e-09,1.116046346895e-09,7344.9152210000,31.2283810417
48,72,1.312566982293e-09,1.047733955431e-09,7045.1227630000,27.3248334115
47,72,1.259167701016e-09,1.045872200713e-09,6895.2265340000,27.3248334115
49,72,1.156385971349e-09,1.072508187979e-09,7195.0189920000,27.3248334115
45,73,1.145103370105e-09,1.083014365483e-09,6595.4340760000,31.2283810417
51,73,1.128196491541e-09,1.090890120639e-09,7494.8114500000,31.2283810417
43,89,1.040840140318e-09,7.922703815339e-10,6295.6416180000,93.6851431250
42,89,9.549280027342e-10,8.072239392393e-10,6145.7453890000,93.6851431250
