run,load_ms,pulse_ready_ms,pulse_apply_ms,pulse_total_ms,mti_ms,mtd_ms,doppler_total_ms,cfar_ms,total_ms,detections
1,1.241445,3.358334,2.656796,6.015130,0.822371,1.772240,2.594611,2.766241,12.763704,8
2,1.044500,2.477574,1.615204,4.092778,0.554000,2.164537,2.718537,2.345574,10.503278,8
3,1.275055,3.055259,1.613481,4.668740,0.742834,0.214963,0.957797,0.284185,7.339574,8
4,0.692741,0.048574,0.477074,0.525648,0.144389,0.204722,0.349111,0.286574,1.983982,8
5,0.883760,0.046352,0.473778,0.520130,0.127630,0.227019,0.354649,0.286648,2.173352,8
